tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary
118N04687,MN-55,EASTBOUND,MN-5,MN,HENNEPIN,55111,44.8926,-93.18948,44.89103,-93.18434,0.278138,92,America/Chicago,P1.11,USA,129,3,N,2,57628,2,,4,55,4,1,55,78000,2515,1231,1,100,0,100,1,1
118-04686,MN-55,EASTBOUND,MN-110/MENDOTA BRIDGE,MN,DAKOTA,55120,44.89103,-93.18434,44.8826,-93.16818,0.987407,93,America/Chicago,P1.11,USA,129,3,N,2,57628,2,1,4,55,4,1,55,54006,1896,944,1,99,0,0,1,1
118-04685,MN-55,EASTBOUND,MN-13,MN,DAKOTA,55120,44.8826,-93.16818,44.87421,-93.16356,0.719124,94,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,31500,1168,1115,1,72,0,0,1,1
118N04685,MN-55,EASTBOUND,MN-13,MN,DAKOTA,55120,44.87421,-93.16356,44.87372,-93.16331,0.035995,95,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,31500,1168,1115,1,100,0,100,1,1
118-04684,MN-55,EASTBOUND,LEXINGTON AVE,MN,DAKOTA,55120,44.87372,-93.16331,44.85806,-93.14403,1.458199,96,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,25944,1032,1053,1,100,0,0,1,1
118-04683,MN-55,EASTBOUND,DODD RD,MN,DAKOTA,55121,44.85806,-93.14403,44.85225,-93.13004,0.796991,97,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,18825,857,973,1,80,0,0,1,1
118N04683,MN-55,EASTBOUND,DODD RD,MN,DAKOTA,55121,44.85225,-93.13004,44.85217,-93.12992,0.008067,98,America/Chicago,P1.11,USA,129,2,N,3,57628,2,,4,55,4,1,55,31543,1333,1155,1,100,0,100,1,1
118-04682,MN-55,EASTBOUND,LONE OAK RD,MN,DAKOTA,55121,44.85217,-93.12992,44.84846,-93.12693,0.295654,99,America/Chicago,P1.11,USA,129,2,N,3,57628,2,,4,55,4,1,55,31543,1333,1155,1,100,0,100,1,1
118N04682,MN-55,EASTBOUND,LONE OAK RD,MN,DAKOTA,55121,44.84846,-93.12693,44.8479,-93.1265,0.044053,100,America/Chicago,P1.11,USA,129,2,N,3,57628,2,,4,55,4,1,55,31543,1333,1155,1,100,0,100,1,1
118-04681,MN-55,EASTBOUND,MN-149/DODD RD,MN,DAKOTA,55121,44.8479,-93.1265,44.84607,-93.12421,0.171375,101,America/Chicago,P1.11,USA,129,2,N,3,57628,2,,4,55,4,1,55,31889,1342,1159,1,100,0,100,1,1
118N04681,MN-55,EASTBOUND,MN-149/DODD RD,MN,DAKOTA,55121,44.84607,-93.12421,44.84576,-93.12341,0.044737,102,America/Chicago,P1.11,USA,129,2,N,3,57628,2,,4,55,4,1,55,26408,1208,1098,1,100,0,100,1,1
118-04680,MN-55,EASTBOUND,ARGENTA TRL,MN,DAKOTA,55121,44.84576,-93.12341,44.83861,-93.0994,1.307457,103,America/Chicago,P1.11,USA,129,2,N,3,57628,2,,4,55,4,1,55,17134,980,994,1,100,0,0,1,1
118-04679,MN-55,EASTBOUND,MN-3/ROBERT TRL,MN,DAKOTA,55077,44.83861,-93.0994,44.83488,-93.09122,0.481216,104,America/Chicago,P1.11,USA,129,2,N,2,57628,2,,4,55,4,1,55,21603,1090,1044,1,100,0,100,1,1
118N04679,MN-55,EASTBOUND,MN-3/ROBERT TRL,MN,DAKOTA,55077,44.83488,-93.09122,44.83312,-93.08259,0.441686,105,America/Chicago,P1.11,USA,129,2,N,2,57628,2,,4,55,4,1,55,21603,1090,1044,1,100,0,100,1,1
118-04678,MN-55,EASTBOUND,BARNES AVE,MN,DAKOTA,55077,44.83312,-93.08259,44.8276,-93.06545,0.934974,106,America/Chicago,P1.11,USA,129,2,N,2,57628,2,,4,55,4,1,55,20857,1448,1136,1,94,0,0,1,1
118N04678,MN-55,EASTBOUND,BARNES AVE,MN,DAKOTA,55077,44.8276,-93.06545,44.8251,-93.06108,0.275096,107,America/Chicago,P1.11,USA,129,2,N,2,57628,2,,4,55,4,1,55,20800,1475,1143,1,100,0,100,1,1
118-04677,MN-55,EASTBOUND,LAFAYETTE FWY,MN,DAKOTA,55077,44.8251,-93.06108,44.821,-93.05377,0.456889,108,America/Chicago,P1.11,USA,129,2,N,2,57628,2,,2,55,4,1,55,20800,1475,1143,1,100,0,100,1,1
118N04677,MN-55,EASTBOUND,LAFAYETTE FWY,MN,DAKOTA,55077,44.821,-93.05377,44.82068,-93.05321,0.035236,108.5000000000000000,America/Chicago,P1.11,USA,129,2,N,2,57628,2,,4,52,3,1,52,35500,1404,3367,1,100,0,100,1,1
118-04676,MN-55,EASTBOUND,CONCORD BLVD,MN,DAKOTA,55077,44.82068,-93.05321,44.8158,-93.04473,0.535125,109,America/Chicago,P1.11,USA,129,2,N,2,57628,2,,4,52,3,1,52,51948,2481,3803,1,54,0,0,1,1
118N04676,MN-55,EASTBOUND,CONCORD BLVD,MN,DAKOTA,55077,44.8158,-93.04473,44.81176,-93.04115,0.333803,110,America/Chicago,P1.11,USA,129,2,N,2,57628,2,,4,52,3,1,52,47835,2464,3788,1,100,0,100,1,1
118-04675,MN-55,EASTBOUND,117TH ST,MN,DAKOTA,55077,44.81176,-93.04115,44.77915,-93.03495,2.286558,111,America/Chicago,P1.11,USA,129,2,N,2,57628,2,,4,52,3,1,52,47835,2464,3788,1,100,0,0,1,1
118-04674,MN-55,EASTBOUND,US-52/MN-56/CLAYTON AVE,MN,DAKOTA,55068,44.77915,-93.03495,44.76697,-93.03475,0.841537,112,America/Chicago,P1.11,USA,129,2,N,3,99999,2,,4,52,3,1,52,47835,2464,3788,1,84,0,0,1,1
118-04673,MN-55,EASTBOUND,PINE BEND TRL,MN,DAKOTA,55068,44.76697,-93.03475,44.76356,-93.03055,0.330188,113,America/Chicago,P1.11,USA,129,3,N,3,99999,2,,4,55,4,1,55,13167,237,140,1,100,0,100,2,1
118-04672,MN-55,EASTBOUND,145TH ST,MN,DAKOTA,55068,44.76356,-93.03055,44.74328,-92.98754,2.541359,114,America/Chicago,P1.11,USA,129,3,N,3,99999,2,,2,55,4,1,55,13167,237,140,1,85,0,0,2,1
118-04671,MN-55,EASTBOUND,MISSISSIPPI TRL/GOODWIN AVE,MN,DAKOTA,55033,44.74328,-92.98754,44.74096,-92.94993,1.871166,115,America/Chicago,P1.11,USA,129,3,N,3,99999,2,,2,55,4,1,55,13900,281,169,1,94,0,0,2,1
118-04670,MN-55,EASTBOUND,PLEASANT DR,MN,DAKOTA,55033,44.74096,-92.94993,44.73827,-92.88291,3.313899,116,America/Chicago,P1.11,USA,129,3,N,3,99999,2,,2,55,4,1,55,12824,238,143,1,100,0,0,2,1
118-04669,MN-55,EASTBOUND,PINE ST,MN,DAKOTA,55033,44.73827,-92.88291,44.73829,-92.86279,0.987331,117,America/Chicago,P1.11,USA,129,3,N,3,99998,2,,4,55,4,1,55,13200,268,162,1,99,0,0,2,1
118+04669,MN-55,WESTBOUND,PINE ST,MN,DAKOTA,55033,44.73523,-92.85264,44.7384,-92.86279,0.557410,1,America/Chicago,P1.11,USA,129,3,N,3,99998,2,,4,55,4,1,55,14500,300,176,1,56,0,0,2,1
118P04668,MN-55,WESTBOUND,US-61/VERMILLION ST,MN,DAKOTA,55033,44.73523,-92.85249,44.73523,-92.85264,0.007361,1.001,America/Chicago,P1.11,USA,129,3,N,3,99998,2,,2,55,4,1,55,14500,300,176,1,100,0,100,2,1
118+04670,MN-55,WESTBOUND,PLEASANT DR,MN,DAKOTA,55033,44.7384,-92.86279,44.7384,-92.88291,0.987304,2,America/Chicago,P1.11,USA,129,3,N,3,99998,2,,4,55,4,1,55,13200,268,162,1,99,0,0,2,1
118+04671,MN-55,WESTBOUND,MISSISSIPPI TRL/GOODWIN AVE,MN,DAKOTA,55033,44.7384,-92.88291,44.74096,-92.94993,3.314357,3,America/Chicago,P1.11,USA,129,3,N,3,99999,2,,2,55,4,1,55,12824,238,143,1,100,0,0,2,1
118+04672,MN-55,WESTBOUND,145TH ST,MN,DAKOTA,55033,44.74096,-92.94993,44.74328,-92.98754,1.871166,4,America/Chicago,P1.11,USA,129,3,N,3,99999,2,,2,55,4,1,55,13900,281,169,1,94,0,0,2,1
118+04673,MN-55,WESTBOUND,PINE BEND TRL,MN,DAKOTA,55068,44.74328,-92.98754,44.76373,-93.03033,2.536120,5,America/Chicago,P1.11,USA,129,3,N,3,99999,2,,2,55,4,1,55,13167,237,140,1,85,0,0,2,1
118+04674,MN-55,WESTBOUND,US-52/MN-56/CLAYTON AVE,MN,DAKOTA,55068,44.76373,-93.03033,44.76776,-93.03423,0.347660,6,America/Chicago,P1.11,USA,129,3,N,3,99999,2,,4,55,4,1,55,15618,394,398,1,100,0,100,2,1
118+04675,MN-55,WESTBOUND,117TH ST,MN,DAKOTA,55068,44.76776,-93.03423,44.77916,-93.03465,0.788641,7,America/Chicago,P1.11,USA,129,2,N,3,99999,2,,4,52,3,1,52,47835,2464,3788,1,79,0,0,1,1
118+04676,MN-55,WESTBOUND,CONCORD BLVD,MN,DAKOTA,55077,44.77916,-93.03465,44.81217,-93.04086,2.315537,8,America/Chicago,P1.11,USA,129,2,N,2,57628,2,,4,52,3,1,52,47835,2464,3788,1,100,0,0,1,1
118P04676,MN-55,WESTBOUND,CONCORD BLVD,MN,DAKOTA,55077,44.81217,-93.04086,44.81598,-93.04435,0.315872,9,America/Chicago,P1.11,USA,129,2,N,2,57628,2,,4,52,3,1,52,47835,2464,3788,1,100,0,100,1,1
118+04677,MN-55,WESTBOUND,LAFAYETTE FWY,MN,DAKOTA,55077,44.81598,-93.04435,44.82102,-93.05312,0.553153,10,America/Chicago,P1.11,USA,129,2,N,2,57628,2,,4,52,3,1,52,51821,2472,3799,1,55,0,0,1,1
118P04677,MN-55,WESTBOUND,LAFAYETTE FWY,MN,DAKOTA,55077,44.82102,-93.05312,44.8214,-93.05376,0.041242,10.5000000000000000,America/Chicago,P1.11,USA,129,2,N,2,57628,2,,4,52,3,1,52,35500,1404,3367,1,100,0,100,1,1
118+04678,MN-55,WESTBOUND,BARNES AVE,MN,DAKOTA,55077,44.8214,-93.05376,44.82528,-93.06098,0.448235,11,America/Chicago,P1.11,USA,129,2,N,2,57628,2,,2,55,4,1,55,20800,1475,1143,1,100,0,100,1,1
118P04678,MN-55,WESTBOUND,BARNES AVE,MN,DAKOTA,55077,44.82528,-93.06098,44.8278,-93.06531,0.274451,12,America/Chicago,P1.11,USA,129,2,N,2,57628,2,,4,55,4,1,55,20800,1475,1143,1,100,0,100,1,1
118+04679,MN-55,WESTBOUND,MN-3/ROBERT TRL,MN,DAKOTA,55077,44.8278,-93.06531,44.83315,-93.08109,0.866794,13,America/Chicago,P1.11,USA,129,2,N,2,57628,2,,4,55,4,1,55,20800,1475,1143,1,87,0,0,1,1
118P04679,MN-55,WESTBOUND,MN-3/ROBERT TRL,MN,DAKOTA,55077,44.83315,-93.08109,44.83528,-93.09167,0.541424,14,America/Chicago,P1.11,USA,129,2,N,2,57628,2,,4,55,4,1,55,21593,1095,1045,1,54,0,0,1,1
118+04680,MN-55,WESTBOUND,ARGENTA TRL,MN,DAKOTA,55077,44.83528,-93.09167,44.83875,-93.09919,0.443989,15,America/Chicago,P1.11,USA,129,2,N,3,57628,2,,4,55,4,1,55,21603,1090,1044,1,100,0,100,1,1
118+04681,MN-55,WESTBOUND,MN-149/DODD RD,MN,DAKOTA,55121,44.83875,-93.09919,44.84606,-93.12363,1.331591,16,America/Chicago,P1.11,USA,129,2,N,3,57628,2,,4,55,4,1,55,17145,981,994,1,100,0,0,1,1
118P04681,MN-55,WESTBOUND,MN-149/DODD RD,MN,DAKOTA,55121,44.84606,-93.12363,44.84612,-93.12377,0.008012,17,America/Chicago,P1.11,USA,129,2,N,3,57628,2,,4,55,4,1,55,16789,972,990,1,100,0,100,1,1
118+04682,MN-55,WESTBOUND,LONE OAK RD,MN,DAKOTA,55121,44.84612,-93.12377,44.84754,-93.12581,0.141403,18,America/Chicago,P1.11,USA,129,2,N,3,57628,2,,4,55,4,1,55,31889,1342,1159,1,100,0,100,1,1
118P04682,MN-55,WESTBOUND,LONE OAK RD,MN,DAKOTA,55121,44.84754,-93.12581,44.84803,-93.12622,0.039362,19,America/Chicago,P1.11,USA,129,2,N,3,57628,2,,4,55,4,1,55,31889,1342,1159,1,100,0,100,1,1
118+04683,MN-55,WESTBOUND,DODD RD,MN,DAKOTA,55121,44.84803,-93.12622,44.85196,-93.12947,0.314855,20,America/Chicago,P1.11,USA,129,2,N,3,57628,2,,4,55,4,1,55,31543,1333,1155,1,100,0,100,1,1
118P04683,MN-55,WESTBOUND,DODD RD,MN,DAKOTA,55121,44.85196,-93.12947,44.85243,-93.13003,0.042515,21,America/Chicago,P1.11,USA,129,2,N,3,57628,2,,4,55,4,1,55,30052,1277,1134,1,100,0,100,1,1
118+04684,MN-55,WESTBOUND,LEXINGTON AVE,MN,DAKOTA,55121,44.85243,-93.13003,44.85817,-93.14392,0.789885,22,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,18825,857,973,1,79,0,0,1,1
118+04685,MN-55,WESTBOUND,MN-13,MN,DAKOTA,55120,44.85817,-93.14392,44.87379,-93.16309,1.452360,23,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,25928,1032,1053,1,100,0,0,1,1
118P04685,MN-55,WESTBOUND,MN-13,MN,DAKOTA,55120,44.87379,-93.16309,44.87394,-93.16317,0.011077,24,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,31500,1168,1115,1,100,0,100,1,1
118+04686,MN-55,WESTBOUND,MN-110/MENDOTA BRIDGE,MN,DAKOTA,55120,44.87394,-93.16317,44.88297,-93.16867,0.801246,25,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,31500,1168,1115,1,80,0,0,1,1
118+04687,MN-55,WESTBOUND,MN-5,MN,DAKOTA,55118,44.88297,-93.16867,44.89093,-93.18394,0.932989,26,America/Chicago,P1.11,USA,129,3,N,2,57628,2,1,4,55,4,1,55,55000,1951,973,1,93,0,0,1,1
118P04687,MN-55,WESTBOUND,MN-5,MN,HENNEPIN,55111,44.89093,-93.18394,44.89436,-93.19208,0.472114,27,America/Chicago,P1.11,USA,129,3,N,2,57628,2,,4,55,4,1,55,77986,2515,1231,1,100,0,100,1,1
118+04688,MN-55,WESTBOUND,MN-62,MN,HENNEPIN,55111,44.89436,-93.19208,44.89655,-93.19623,0.253387,28,America/Chicago,P1.11,USA,129,3,N,2,57628,2,,4,55,4,1,55,78000,2515,1231,1,100,0,100,1,1
118P04688,MN-55,WESTBOUND,MN-62,MN,HENNEPIN,55111,44.89655,-93.19623,44.90248,-93.19883,0.442946,29,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,26455,654,314,1,100,0,100,1,1
118+04689,MN-55,WESTBOUND,46TH ST,MN,HENNEPIN,55417,44.90248,-93.19883,44.91965,-93.21856,1.589582,30,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,19415,482,235,1,80,0,0,1,1
118+04690,MN-55,WESTBOUND,38TH ST,MN,HENNEPIN,55406,44.91965,-93.21856,44.9341,-93.22853,1.111035,31,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,17705,440,216,1,100,0,0,1,1
118+04691,MN-55,WESTBOUND,LAKE ST,MN,HENNEPIN,55406,44.9341,-93.22853,44.94579,-93.23654,0.897523,32,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,39681,978,463,1,90,0,0,1,1
118P04691,MN-55,WESTBOUND,LAKE ST,MN,HENNEPIN,55407,44.94579,-93.23654,44.95196,-93.24089,0.477100,33,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,38193,942,446,1,100,0,100,1,1
118+04692,MN-55,WESTBOUND,26TH ST,MN,HENNEPIN,55407,44.95196,-93.24089,44.95556,-93.24294,0.268283,34,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,6,55,4,1,55,32884,812,386,1,100,0,100,1,1
118+04693,MN-55,WESTBOUND,CEDAR AVE,MN,HENNEPIN,55407,44.95556,-93.24294,44.9573,-93.24402,0.131400,35,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,6,55,4,1,55,66276,1629,760,1,100,0,100,1,1
118P04693,MN-55,WESTBOUND,CEDAR AVE,MN,HENNEPIN,55407,44.9573,-93.24402,44.96046,-93.24706,0.264348,36,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,6,55,4,1,55,69000,1696,791,1,100,0,100,1,1
118+04694,MN-55,WESTBOUND,I-94,MN,HENNEPIN,55404,44.96046,-93.24706,44.96231,-93.24894,0.157415,37,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,6,55,4,1,55,69000,1696,791,1,100,0,100,1,1
118+04695,MN-55,WESTBOUND,I-35W/MN-122,MN,HENNEPIN,55404,44.96231,-93.24894,44.96447,-93.25081,0.175214,38,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,6,55,4,1,55,65313,1606,750,1,100,0,100,1,1
118P04695,MN-55,WESTBOUND,I-35W/MN-122,MN,HENNEPIN,55454,44.96447,-93.25081,44.96632,-93.25227,0.146379,39,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,6,55,4,1,55,63714,1567,732,1,100,0,100,1,1
118+04696,MN-55,WESTBOUND,PARK AVE,MN,HENNEPIN,55415,44.96632,-93.25227,44.97282,-93.26268,0.703713,40,America/Chicago,P1.11,USA,129,4,N,1,57628,2,,2,55,4,1,55,75787,1846,955,1,9,0,2,0,1
118+04703,MN-55,WESTBOUND,I-94/LYNDALE AVE,MN,HENNEPIN,55411,44.98442,-93.28391,44.98444,-93.28753,0.176890,50,America/Chicago,P1.11,USA,129,4,N,3,57628,2,,6,55,4,1,55,20400,965,89,1,100,0,100,1,1
118P04703,MN-55,WESTBOUND,I-94/LYNDALE AVE,MN,HENNEPIN,55411,44.98444,-93.28753,44.98444,-93.28859,0.051826,51,America/Chicago,P1.11,USA,129,3,N,3,57628,2,1,6,55,4,1,55,20400,965,89,1,100,0,100,1,1
118+04704,MN-55,WESTBOUND,PENN AVE,MN,HENNEPIN,55411,44.98444,-93.28859,44.98453,-93.30832,0.964080,52,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,6,55,4,1,55,20397,965,89,1,97,0,0,1,1
118+04705,MN-55,WESTBOUND,THEODORE WIRTH PKY,MN,HENNEPIN,55411,44.98453,-93.30832,44.98428,-93.32815,0.973008,53,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,18200,911,65,1,98,0,0,1,1
118P04705,MN-55,WESTBOUND,THEODORE WIRTH PKY,MN,HENNEPIN,55422,44.98428,-93.32815,44.98427,-93.32831,0.007848,54.0000000000000000,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,18200,911,65,1,100,0,100,1,1
118+04706,MN-55,WESTBOUND,MN-100,MN,HENNEPIN,55422,44.98427,-93.32831,44.9846,-93.34801,0.963047,55,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,27902,1148,173,1,97,0,0,1,1
118P04706,MN-55,WESTBOUND,MN-100,MN,HENNEPIN,55422,44.9846,-93.34801,44.9847,-93.35058,0.125786,56,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,27981,1150,174,1,100,0,100,1,1
118+04707,MN-55,WESTBOUND,DOUGLAS DR,MN,HENNEPIN,55422,44.9847,-93.35058,44.98469,-93.36023,0.471928,57,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,33578,1104,321,1,100,0,100,1,1
118+04708,MN-55,WESTBOUND,GLENWOOD AVE,MN,HENNEPIN,55427,44.98469,-93.36023,44.98335,-93.37036,0.503772,58,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,38152,1216,373,1,51,0,0,1,1
118+04709,MN-55,WESTBOUND,WINNETKA AVE,MN,HENNEPIN,55427,44.98335,-93.37036,44.98381,-93.38027,0.489301,59,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,38156,1216,373,1,100,0,100,1,1
118P04709,MN-55,WESTBOUND,WINNETKA AVE,MN,HENNEPIN,55427,44.98381,-93.38027,44.98396,-93.38105,0.039534,60,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,38665,1228,378,1,100,0,100,1,1
118+04710,MN-55,WESTBOUND,GENERAL MILLS BLVD/BOONE AVE,MN,HENNEPIN,55427,44.98396,-93.38105,44.98471,-93.39032,0.463273,61,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,38665,1228,378,1,100,0,100,1,1
118+04711,MN-55,WESTBOUND,US-169,MN,HENNEPIN,55427,44.98471,-93.39032,44.98391,-93.39531,0.250005,62,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,38665,1228,378,1,100,0,100,1,1
118P04711,MN-55,WESTBOUND,US-169,MN,HENNEPIN,55441,44.98391,-93.39531,44.98381,-93.4062,0.539938,63,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,40983,1285,404,1,54,0,0,1,1
118+04712,MN-55,WESTBOUND,SHORE DR,MN,HENNEPIN,55441,44.98381,-93.4062,44.98791,-93.41904,0.696402,64,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,43753,1353,435,1,70,0,0,1,1
118P04712,MN-55,WESTBOUND,SHORE DR,MN,HENNEPIN,55441,44.98791,-93.41904,44.98831,-93.42045,0.074279,65,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,42094,1312,416,1,100,0,100,1,1
118+04713,MN-55,WESTBOUND,CR-6 (HENNEPIN),MN,HENNEPIN,55441,44.98831,-93.42045,44.9996,-93.44173,1.355899,66,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,40191,1266,395,1,100,0,0,1,1
118+04714,MN-55,WESTBOUND,NORTHWEST BLVD/XENIUM LN,MN,HENNEPIN,55441,44.9996,-93.44173,45.00812,-93.45015,0.730312,67,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,34595,1129,333,1,73,0,0,1,1
118P04714,MN-55,WESTBOUND,NORTHWEST BLVD/XENIUM LN,MN,HENNEPIN,55441,45.00812,-93.45015,45.00865,-93.45141,0.071609,68,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,34845,1135,336,1,100,0,100,1,1
118+04715,MN-55,WESTBOUND,I-494,MN,HENNEPIN,55441,45.00865,-93.45141,45.00976,-93.45405,0.150022,69,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,35151,1142,339,1,100,0,100,1,1
118P04715,MN-55,WESTBOUND,I-494,MN,HENNEPIN,55447,45.00976,-93.45405,45.01159,-93.45901,0.273747,70,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,47303,1464,532,1,100,0,100,1,1
118+04716,MN-55,WESTBOUND,VICKSBURG LN,MN,HENNEPIN,55447,45.01159,-93.45901,45.01878,-93.48168,1.218522,71,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,38512,1261,463,1,100,0,0,1,1
118P04716,MN-55,WESTBOUND,VICKSBURG LN,MN,HENNEPIN,55447,45.01878,-93.48168,45.01884,-93.48244,0.037362,72,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,36630,1215,442,1,100,0,100,1,1
118+04717,MN-55,WESTBOUND,CR-24/ROCKFORD RD,MN,HENNEPIN,55447,45.01884,-93.48244,45.02215,-93.49275,0.571186,73,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,36627,1215,442,1,57,0,0,1,1
118P04717,MN-55,WESTBOUND,CR-24/ROCKFORD RD,MN,HENNEPIN,55446,45.02215,-93.49275,45.02278,-93.49364,0.061503,74,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,35010,1175,424,1,100,0,100,1,1
118+04718,MN-55,WESTBOUND,PEONY LN,MN,HENNEPIN,55446,45.02278,-93.49364,45.03214,-93.50728,0.928222,75,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,35010,1175,424,1,93,0,0,1,1
118P04718,MN-55,WESTBOUND,PEONY LN,MN,HENNEPIN,55446,45.03214,-93.50728,45.03266,-93.50802,0.050953,76,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,35010,1175,424,1,100,0,100,1,1
118+04719,MN-55,WESTBOUND,OLD ROCKFORD RD,MN,HENNEPIN,55446,45.03266,-93.50802,45.03814,-93.51597,0.542163,77,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,35010,1175,424,1,54,0,0,1,1
118+04720,MN-55,WESTBOUND,CR-101/SIOUX DR,MN,HENNEPIN,55446,45.03814,-93.51597,45.04357,-93.52546,0.604177,78,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,34901,1170,423,1,61,0,0,1,1
118P04720,MN-55,WESTBOUND,CR-101/SIOUX DR,MN,HENNEPIN,55340,45.04357,-93.52546,45.04368,-93.5263,0.041744,79,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,25743,730,311,1,100,0,100,1,1
118+04721,MN-55,WESTBOUND,PINTO DR,MN,HENNEPIN,55340,45.04368,-93.5263,45.04614,-93.54247,0.809718,80,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,4,55,4,1,55,25710,729,311,1,81,0,0,1,1
118+04722,MN-55,WESTBOUND,CR-19,MN,HENNEPIN,55340,45.04614,-93.54247,45.06553,-93.63559,4.815557,81,America/Chicago,P1.11,USA,129,3,N,3,57628,2,,2,55,4,1,55,17510,527,218,1,97,0,0,1,1
118+04723,MN-55,WESTBOUND,DOGWOOD ST,MN,HENNEPIN,55373,45.06553,-93.63559,45.07963,-93.71731,4.287018,82,America/Chicago,P1.11,USA,129,3,N,3,99999,2,,2,55,4,1,55,14004,442,179,1,100,0,0,1,1
118+04724,MN-55,WESTBOUND,REBECCA PARK TRL,MN,HENNEPIN,55373,45.07963,-93.71731,45.08517,-93.73245,0.908757,83,America/Chicago,P1.11,USA,129,3,N,3,99999,2,,4,55,4,1,55,15546,117,5,1,91,0,0,1,1
118+10655,MN-55,WESTBOUND,CR-34/2ND ST S/3RD ST S,MN,WRIGHT,55313,45.08517,-93.73245,45.16859,-93.86032,9.039522,84,America/Chicago,P1.11,USA,129,3,N,3,99999,2,,2,55,4,1,55,15296,356,96,1,100,0,0,1,1
118+08034,MN-55,WESTBOUND,MN-25/CENTRAL AVE,MN,WRIGHT,55313,45.16859,-93.86032,45.18225,-93.87604,1.250564,85,America/Chicago,P1.11,USA,129,3,N,3,99998,2,,4,55,4,1,55,17289,444,151,1,100,0,0,1,1
118P08034,MN-55,WESTBOUND,MN-25/CENTRAL AVE,MN,WRIGHT,55313,45.18225,-93.87604,45.18259,-93.87652,0.033144,85.5000000000000000,America/Chicago,P1.11,USA,129,3,N,3,99998,2,,4,25,4,1,25,17039,338,224,1,100,0,100,0,1
